,MSE,R2,cvMSE,n_components
CHOP780208,0.004904457631954952,0.9935409092484294,0.9800582889233118,6
NAKH920105,0.5533097398885833,0.2713000923113916,0.9808800907776857,2
CEDJ970104,0.004692952234152619,0.9938194584094929,0.9815454107422816,9
ROBB760108,0.2073880459925529,0.7268733241512702,0.983356076310847,2
PONP800101,0.47297488975398794,0.37709978036504077,0.985555701408379,2
BROC820101,0.05101714616616234,0.9328112501520311,0.9862182618757014,4
VASM830102,0.0007804096978995807,0.9989722131496669,0.9864610572030881,10
FUKS010107,0.5774235476064413,0.2395426006367245,0.986719636304116,2
HUTJ700102,0.6017834336139184,0.20746102786605902,0.9872630336102325,2
NAKH900105,0.16997375731427325,0.7761473324338413,0.9875159435707379,2
SUEM840101,1.970065748130697e-05,0.9999740545552461,0.9887628458694978,9
MITS020101,0.5709562345684207,0.24805994648129237,0.9896418746083188,2
QIAN880128,0.011946654239792735,0.9842664511138415,0.9901367848576098,5
RACS770103,0.007796507387023326,0.9897321268655754,0.9901673329495527,7
RACS820106,0.13425269187992653,0.8231913933061271,0.9913410398207942,2
EISD840101,0.5142928496515641,0.3226847007221122,0.9914881995554131,2
CIDH920105,0.009445604145332291,0.9875602933175317,0.9915697901009518,7
EISD860101,0.24156675853022824,0.6818605169013296,0.9915954728047418,2
KARP850101,6.266814899692531e-08,0.9999999174670694,0.9931500623823006,10
QIAN880133,0.5002976885585488,0.3411160997403565,0.9935066664178259,2
AURR980102,0.5396578109049815,0.28927946023671547,0.9951179395372064,2
ROBB760110,0.17415848867387956,0.7706361094503803,0.9960558201741814,2
DIGM050101,0.09736957659714202,0.8717658548857216,0.996218166967644,2
FASG760102,0.00014519722971181078,0.9998087776153932,0.9963609621255556,10
YUTK870103,0.6733795010039137,0.11317017423231934,0.9967153968990698,2
YUTK870102,0.5529897118136426,0.2717215640691706,0.9982739201247615,2
PONP800103,0.5461371407068533,0.28074628851004624,0.9992882649671448,2
LEVM760104,0.0091355958342883,0.9879685692095953,0.9994170043333491,6
QIAN880114,0.09614839161235837,0.8733741356036098,1.003656162392875,2
GEOR030108,0.5916291999204035,0.22083398811180277,1.0047245785752228,2
WILM950104,0.11939347000343772,0.8427607462907724,1.0047707299901805,3
CHAM830102,0.1321841951103862,0.825915569832139,1.0048434170001022,2
AURR980118,0.0017882871075528702,0.9976448550310051,1.0051856938882853,7
ISOY800104,0.1594375107182149,0.7900233974448749,1.0059566292969242,2
FUKS010108,0.5456929231088407,0.28133131584524296,1.0061272914568586,2
MUNV940103,0.4153223240461793,0.45302726958247475,1.0064269830923147,2
MEIH800103,0.5092425640578581,0.3293358445221034,1.0084650143672607,2
CHOP780206,0.042564940849797006,0.9439426667705798,1.0096528138230616,4
FASG760101,0.5179822833893525,0.3178257766325219,1.0097117592594749,2
KARS160117,0.5602168405070214,0.2622035533925843,1.0100139183502106,2
PALJ810113,0.012820808229487194,0.9831152045593813,1.010293937550991,5
KARS160121,0.5352511573878773,0.2950829510839509,1.0104497539760127,2
AVBF000109,0.5554646648255811,0.2684620912977419,1.0108595625384176,2
PRAM820102,0.03631803549415227,0.9521697392904208,1.0126587928777695,2
YUTK870104,0.6736054447072698,0.11287261005820681,1.013019804937065,2
KARS160101,0.5608811850702605,0.26132862243257027,1.015947123981929,2
ISOY800106,0.08199320035379272,0.892016291741162,1.0167933651607919,2
SNEP660102,5.0552209248206085e-06,0.9999933423564494,1.0183851384532185,10
LEVM760106,0.598027696484007,0.21240727244223478,1.0196459886797808,2
WOLR810101,0.35816686422608257,0.528300078449333,1.0214500889814373,4
ROBB760107,0.5085550628765282,0.3302412723706566,1.0217747047979016,2
NAKH900106,0.1325605804101937,0.8254198765279144,1.0228354322166067,2
PALJ810110,0.5207909906126865,0.3141267550053588,1.0231374706078966,2
NAGK730101,0.0005916878666365346,0.999220756725003,1.0235608889383494,10
HOPA770101,0.15077000131094664,0.8014383660413763,1.0253261261243742,2
PONJ960101,0.5234665940559935,0.3106030288867082,1.0253896598516439,2
MCMT640101,0.5279899346735848,0.30464586303029906,1.0279267815075313,2
PALJ810112,0.009459491006134748,0.9875420045482307,1.0279724586163839,6
HARY940101,0.46223300798893185,0.3912466635414955,1.0284688373765003,2
OOBM850105,0.004866250575568146,0.9935912273188608,1.0285947874260393,7
KIMC930101,9.992538363630277e-05,0.9998683998986785,1.0287169078734526,9
KARS160102,0.5682321997313581,0.2516474559560177,1.028955249781253,2
KARS160106,0.6694653142164289,0.11832509442456207,1.029211083044781,2
JANJ780101,0.6191551609140996,0.18458274619586335,1.0292563834419262,2
MAXF760106,0.08965218156006192,0.881929538344916,1.0306454836330874,2
KANM800102,9.472073080366484e-05,0.9998752543416157,1.0338580850177683,10
NAKH920103,1.799344660029222e-05,0.9999763029241465,1.0341703481860414,10
LIFS790102,0.4826841760355229,0.36431280860759174,1.0350436192695334,2
TSAJ990102,0.0017958984685006835,0.9976348309927129,1.0356074002289266,10
HUTJ700101,0.45046035169345505,0.4067510599714067,1.0365239855456063,4
PALJ810104,0.5153559658593553,0.32128459400677467,1.0380804559079755,2
RICJ880113,0.009852627887877007,0.9870242496836729,1.0391228089080724,8
ZIMJ680102,0.003593885950619814,0.9952669107885442,1.0407098416954201,9
CHAM810101,0.67665306423831,0.10885894481640901,1.041087246560288,2
CHOP780209,0.07296458905180137,0.9039068256465334,1.0427257762232505,2
MIYS990105,0.0013821126834109966,0.9981797801263725,1.0439874440689345,9
JANJ790101,0.5573864691265306,0.2659311063615658,1.0448828651334507,2
RICJ880105,0.04091805514291218,0.9461115883999411,1.0462699520268577,2
TANS770101,0.00040360988932314624,0.9994684523551832,1.04637524020256,9
KARS160118,0.5477904437647068,0.27856891533407124,1.0464645631766376,2
ROBB760104,0.49118407831609034,0.35311857586471807,1.0472226417858652,2
RACS820103,0.007603068177075544,0.9899868831517392,1.0486248619634904,8
VINM940103,0.5366311943979933,0.29326546483821636,1.0491727428284379,2
FASG760103,0.2768619001642193,0.6353773907309416,1.0510733346131471,2
RADA880107,0.5639288349371656,0.25731491723893285,1.0517479438390742,2
ROBB760102,0.10192332163232767,0.8657686469069763,1.0529706716667162,2
ROBB760113,0.11641874907587993,0.8466784052601359,1.053537192760589,2
OOBM770105,0.5707769942526294,0.24829600305531452,1.0561910807077988,2
JOND750102,0.5754041866430767,0.24220206610698736,1.0562464962590044,2
CHOP780204,0.16957288127466322,0.7766752796431515,1.057151945370195,2
KARS160105,0.5166705952620012,0.31955324851384015,1.0576538090024372,2
PONP800102,0.4874708828570569,0.358008793753838,1.0580781646769517,2
LEVM780106,5.041423973044093e-05,0.9999336052680996,1.059309258770758,10
PALJ810106,0.5477479790069686,0.2786248407277757,1.0597067793103203,4
GUYH850105,0.6187923907604287,0.18506050857457257,1.060339795317181,2
KARS160114,0.5541488145817899,0.27019504461856314,1.0617932358665132,2
HUTJ700103,0.5262332214186146,0.3069594257501418,1.0653599185510878,2
MUNV940101,0.5810066767217845,0.23482367800197612,1.068922216865831,2
BLAS910101,0.0006366988213058444,0.9991614780314468,1.069815931126148,10
OOBM770104,0.4955729912229644,0.34733844911195844,1.0701295102605033,2
KARS160116,0.4543836521444972,0.40158413723282493,1.070428731515316,2
CHAM830106,0.5137544556682634,0.3233937568215228,1.070454203142477,2
CHOC760101,0.4359250057142009,0.42589387367903686,1.0708393808834396,2
LEVM760105,0.5338383929655421,0.296943538798074,1.0712807970214027,2
FINA770101,0.5582492356061759,0.2647948569722075,1.072107142014706,2
RICJ880110,0.5129655612018605,0.3244327179736609,1.0730183846471268,2
KANM800104,0.5905749695185105,0.2222223923656239,1.0748531913031332,2
AURR980115,0.36392132959764456,0.5207215413610489,1.0763931626870187,2
VINM940101,0.0019981815034454307,0.9973684275331951,1.0771967879319575,8
QIAN880111,0.060785108366079095,0.9199470031665752,1.0797405507682651,2
GEIM800105,0.008365204349584203,0.9889831622364612,1.0813337662845337,10
CEDJ970105,0.46738126668273605,0.38446649076577744,1.0823186798703062,2
QIAN880102,0.002989967621019158,0.9960622613838909,1.0832238337201987,7
WERD780101,0.0031863073220513133,0.995803685198251,1.083889700851865,10
LEVM760102,0.5562496469677799,0.26742828261280405,1.085681915818468,2
FAUJ880103,0.5008080231608114,0.3404439973883647,1.0876030894187434,2
DESM900101,0.022806672625810723,0.9699639839333768,1.0876093432312417,5
BEGF750102,0.10075974932922095,0.8673010526622656,1.08773900942651,7
PRAM820103,0.042289286917013544,0.9443056985064999,1.0880337353001508,2
BIOV880101,0.5882506460280601,0.22528348851273072,1.0901604169003116,2
CIDH920104,0.47477715911638463,0.3747262209943474,1.0902561139016267,2
BEGF750103,0.47441523407713704,0.37520287037113775,1.0909632917327667,2
ANDN920101,0.5625649414299561,0.25911114275450187,1.0912960359824695,2
COHE430101,0.5327557502855815,0.2983693615589491,1.091623115599703,2
OOBM770103,0.4992384451452189,0.34251110604852064,1.0918959627568374,2
RACS770102,0.376703315476211,0.5038878743237327,1.0929565924567284,2
MEIH800102,0.33610960516511723,0.5573491290675741,1.0939629036271397,2
KARS160107,0.5447309748982033,0.28259818595751285,1.0967886639229023,2
TSAJ990101,7.415010847361198e-05,0.9999023455158936,1.0975976934036316,10
KRIW710101,0.14611879532586744,0.8075639285023777,1.0979869828032638,7
ROBB760105,0.4742769233552082,0.3753850233372543,1.0999101022025677,2
JANJ780103,0.585478647280237,0.22893416567604685,1.1026943271366099,2
GUOD860101,0.44123525858268364,0.4189003572160054,1.1044941337018641,2
FAUJ880101,0.5520995330300325,0.2728939150159906,1.1056909543839883,2
PALJ810114,0.3709723973302657,0.5114354000997333,1.1087139557356636,2
GEOR030109,0.4253451968192934,0.4398273095275268,1.109235531773234,2
RICJ880114,0.04067430383624564,0.9464326048973241,1.11091794531337,3
KARS160104,0.5864659225017317,0.2276339403033446,1.1131565869074298,2
FASG890101,0.10481579444475896,0.8619593073644718,1.1138901822901042,6
ZHOH040102,0.004920231751443466,0.9935201349902039,1.115430073565547,10
GUYH850104,0.5697632911880373,0.24963103346656423,1.11579804765691,2
KUMS000102,0.0014801329904425879,0.9980506889798839,1.1157982086032876,10
PRAM820101,0.5416120141451297,0.28670580642576415,1.1162007648974848,2
MIYS990103,0.39703068065964653,0.47711706574243995,1.1181884628123717,2
ROSG850102,0.5580824925015183,0.2650144549228891,1.1182838795390637,2
